start_up_india,https://www.startupindia.gov.in/
MIC,https://www.mic.gov.in/index.html
swayam_logo,https://swayam.gov.in/
sih_logo,https://www.sih.gov.in/
scintillations,https://edc-iiests.in/
Make_In_India100, http://www.makeinindia.com/home
digital_india, https://www.digitalindia.gov.in/
